Feature Id	Aliases	start	end	score	strand	frame	log2_fold_change	p_value	q_value	NCUT	NCU	motif_ID	motif_ALT_ID	FASTA_score	PWM_score
8612_gene	8612	218814	221561	.	-	0	1.10090351790476	5.82562456853404E-06	0.0001102600811194	NCU07082T0	NCU07082				
9071_gene	9071	1909986	1910412	.	+	0	2.3833826668981	3.80796953816212E-14	5.11059184511264E-12	NCU03857T1	NCU03857	MA0362.1	RDS2	9797.0	1.07322
9001_gene	9001	1622118	1623030	.	+	0	3.92733078569533	6.4291486366398E-07	1.79080382779072E-05	NCU05524T0	NCU05524				
8586_gene	8586	148182	149163	.	+	0	2.38939508497697	1.21054354468497E-16	2.27450127104991E-14	NCU07108T0	NCU07108	MA0362.1	RDS2	9314.0	1.14658
9441_gene	9441	3501476	3502052	.	-	1	2.13207647720676	0.0009689649568956	0.0081013623499676	NCU05908T0	NCU05908	MA0362.1	RDS2	10169.0	1.23416
9019_gene	9019	1665137	1666810	.	-	0	3.34447705786663	0.0001017358520661	0.0012622794091129	NCU05510T0	NCU05510				
9493_gene	9493	3702779	3703302	.	+	0	1.91707742976038	0.003976441967955	0.0249348005442037	NCU05114T0	NCU05114				
8634_gene	8634	288649	290319	.	-	0	2.35078388949257	7.93919455945983E-09	3.66266234720794E-07	NCU07065T0	NCU07065				
9444_gene	9444	3539119	3539481	.	+	0	1.40162393457747	1.95137678655194E-05	0.0003185707379498	NCU05159T0	NCU05159				
8775_gene	8775	847241	849382	.	-	0	1.33260267833653	0.0084929008878329	0.0454382697408918	NCU04795T0	NCU04795	MA0362.1	RDS2	9503.0	1.23175
9282_gene	9282	2641869	2642713	.	-	2	1.63015130194505	2.10025528666554E-08	8.68161525296069E-07	NCU04071T0	NCU04071	MA0362.1	RDS2	10010.0	2.04883
8828_gene	8828	1037277	1038215	.	+	0	1.15485978150233	0.0071377958336842	0.0398713417001586	NCU04845T0	NCU04845	MA0362.1	RDS2	9556.0	1.18725
8894_gene	8894	1299884	1299946	.	-	0	1.18504933949862	9.13544838843477E-08	3.15738206174197E-06	NCU05620T0	NCU05620				
9091_gene	9091	1998624	1999320	.	+	0	1.10358664141083	1.92241416846716E-06	4.51505182203174E-05	NCU03877T0	NCU03877	MA0362.1	RDS2	9820.0	1.72123
8996_gene	8996	1608870	1608916	.	-	2	1.31859972799593	9.32190593767222E-05	0.0011719291479307	NCU05527T0	NCU05527				
9492_gene	9492	3698328	3700826	.	+	0	1.97679360190127	4.73919321429226E-05	0.0006727310807211	NCU05115T0	NCU05115	MA0362.1	RDS2	10220.0	1.116
8767_gene	8767	827594	827699	.	+	0	1.76729288050322	1.49795489404008E-12	1.59586246134126E-10	NCU04791T0	NCU04791	MA0416.1	YAP3	9498.0	3.73912
9326_gene	9326	3102745	3102921	.	-	0	1.43953576943366	1.72983426720231E-07	5.51731707323107E-06	NCU06009T0	NCU06009				
9482_gene	9482	3668608	3670104	.	-	0	5.71669605357984	0.0029859224106108	0.0199218988724774	NCU17138T0	NCU17138				
9395_gene	9395	3344848	3346053	.	+	0	1.06544593804783	0.0005908176001739	0.0054380266413936	NCU05951T0	NCU05951	MA0362.1	RDS2	10123.0	1.25494
9207_gene	9207	2369950	2369984	.	-	2	1.04282519302753	6.76820224222549E-09	3.16792435927617E-07	NCU03992T0	NCU03992	MA0416.1	YAP3	9935.0	1.96749
8731_gene	8731	711096	712290	.	-	1	1.03730083524387	0.0001534076967389	0.0017852647951578	NCU04762T0	NCU04762				
9234_gene	9234	2465020	2465184	.	-	0	1.17670626009492	6.04763237450947E-09	2.88001073540004E-07	NCU04019T0	NCU04019	MA0362.1	RDS2	9962.0	1.38047
8631_gene	8631	275769	277645	.	-	2	1.76536956741084	5.28182636980071E-06	0.0001016431912579	NCU07068T0	NCU07068				
8780_gene	8780	869117	869601	.	+	0	1.10818780795587	0.0001843729091189	0.0020755007002563	NCU04800T0	NCU04800				
8770_gene	8770	827594	827699	.	+	0	1.74787391217204	2.59853169335577E-10	1.7103965935757E-08	NCU04791T1	NCU04791	MA0416.1	YAP3	9498.0	3.73912
9454_gene	9454	3567433	3567470	.	-	2	1.439037906293	0.0003505808585646	0.0035345391145439	NCU05151T0	NCU05151	MA0362.1	RDS2	10182.0	1.26868
9143_gene	9143	2164042	2164131	.	-	0	1.357127577819	0.0049538827668051	0.0299376751533123	NCU03929T0	NCU03929	MA0362.1	RDS2	9871.0	1.13765
9007_gene	9007	1635587	1635726	.	+	0	1.94661640361145	1.72639255786312E-11	1.56495970990855E-09	NCU05519T0	NCU05519				
8574_gene	8574	77413	78133	.	+	0	1.2229601974941	2.64621524689871E-06	5.88085771214006E-05	NCU07120T0	NCU07120				
9975_gene	9975	1301856	1303013	.	-	0	1.53691290925111	0.0009222265223545	0.0078245393119966	NCU10020T0	NCU10020	MA0362.1	RDS2	10703.0	1.24083
10314_gene	10314	2711642	2712694	.	-	0	1.40314729445506	2.93760693540348E-06	6.36419917619698E-05	NCU02376T0	NCU02376				
10480_gene	10480	3219139	3219667	.	-	1	1.67612980125518	0.0012705426188139	0.0100457440113419	NCU02240T0	NCU02240				
10561_gene	10561	3532169	3532924	.	-	0	2.19815288066974	3.09129972975406E-16	5.50784334608249E-14	NCU08147T0	NCU08147				
10205_gene	10205	2050548	2050652	.	-	0	2.98688756726193	3.66565616731121E-12	3.64239334932635E-10	NCU06025T0	NCU06025	MA0362.1	RDS2	10933.0	2.02837
10333_gene	10333	2755946	2756687	.	-	1	1.85507608921973	1.52006923934458E-14	2.1227561512685E-12	NCU02358T0	NCU02358	MA0362.1	RDS2	11061.0	1.37899
10675_gene	10675	3869401	3871590	.	-	0	1.38777819180288	0.0004300628407649	0.0041887553218334	NCU05801T0	NCU05801				
9983_gene	9983	1357129	1357283	.	+	0	1.73581862326359	6.36939276670597E-06	0.0001188110195868	NCU09723T0	NCU09723				
9674_gene	9674	163496	163614	.	-	2	5.39500482041001	0.0066416042162307	0.0378013621564169	NCU09433T0	NCU09433				
10198_gene	10198	2030652	2030677	.	+	0	2.71649072846694	2.33592655999216E-35	2.68216278566211E-32	NCU06031T0	NCU06031	MA0416.1	YAP3	10926.0	1.26606
10195_gene	10195	2021843	2021927	.	+	0	1.45335306852093	5.12005699969298E-07	1.45759418828725E-05	NCU06034T0	NCU06034	MA0416.1	YAP3	10923.0	1.14657
10507_gene	10507	3302994	3305354	.	+	0	3.39233285786521	0.0010621103166858	0.0087456956275952	NCU02215T0	NCU02215				
10041_gene	10041	1540763	1542451	.	-	0	2.48072032693279	0.0013684350389414	0.0106465118465546	NCU04532T0	NCU04532				
9730_gene	9730	421472	422275	.	+	0	1.58152924418611	2.89217473376388E-06	6.35364720603068E-05	NCU09040T0	NCU09040	MA0362.1	RDS2	10458.0	2.38273
9651_gene	9651	75640	75735	.	+	0	1.20478384818014	0.0010024986937989	0.0083345305725809	NCU12058T0	NCU12058	MA0362.1	RDS2	10379.0	1.28706
10762_gene	10762	4147275	4151054	.	-	0	2.13325006674621	0.003078531679962	0.0203021993495388	NCU05880T0	NCU05880				
9733_gene	9733	426826	429873	.	-	0	1.66649455434443	0.0092459301851202	0.0483539688932354	NCU09042T0	NCU09042	MA0362.1	RDS2	10460.0	1.21729
9641_gene	9641	51430	51616	.	-	1	1.73021545155308	0.0029582344649726	0.0197994786017018	NCU09293T0	NCU09293				
10468_gene	10468	3175390	3175417	.	+	0	1.55040383862638	4.34948050263668E-10	2.69071653208484E-08	NCU02252T0	NCU02252				
9742_gene	9742	463631	463912	.	-	0	1.28285867495204	3.26253086561277E-06	6.93964330446419E-05	NCU11395T0	NCU11395	MA0362.1	RDS2	10470.0	2.40194
10780_gene	10780	4200552	4201734	.	-	1	1.9680985201186	6.39102109503498E-11	5.0803701535455E-09	NCU05897T0	NCU05897				
9931_gene	9931	1171916	1172249	.	-	1	6.00971476700423	0.0027714637427037	0.0188051912784639	NCU09423T0	NCU09423	MA0416.1	YAP3	10659.0	1.2648
10716_gene	10716	3997945	4001086	.	-	1	1.33442130303138	1.97036331088381E-05	0.0003197475316558	NCU05837T0	NCU05837	MA0362.1	RDS2	11444.0	1.13803
10164_gene	10164	1935273	1935616	.	-	2	1.10200525021564	0.0072521264428562	0.0403790272955151	NCU06063T0	NCU06063				
10147_gene	10147	1892110	1892248	.	-	1	4.47388723484634	7.13215836050839E-07	1.94553326682648E-05	NCU06076T2	NCU06076				
10202_gene	10202	2040843	2043293	.	-	0	1.46793919586283	1.32677905230669E-05	0.0002266270202733	NCU06028T0	NCU06028				
9910_gene	9910	999026	999143	.	+	0	1.05853792263149	0.0001087983760335	0.0013294793621586	NCU09560T1	NCU09560	MA0418.1	YAP6	10637.0	9.34996
10087_gene	10087	1689738	1689982	.	+	0	1.30588278307753	0.0002051927062047	0.0022630324716332	NCU06132T0	NCU06132				
10692_gene	10692	3929779	3930164	.	+	0	5.68510294278704	0.0013328204641326	0.010418582962441	NCU05818T0	NCU05818	MA0362.1	RDS2	11420.0	1.16844
9652_gene	9652	85092	85481	.	-	0	3.38527879351256	5.99066694214479E-14	7.54970148538101E-12	NCU12057T0	NCU12057				
10203_gene	10203	2044402	2044627	.	+	0	1.49060788172873	0.0001332605510032	0.0015756459199863	NCU06027T0	NCU06027				
10580_gene	10580	3603306	3603630	.	+	0	1.00691003179153	0.006333659176486	0.0364838539185101	NCU08166T0	NCU08166				
10307_gene	10307	2695692	2695782	.	+	0	1.14234933826896	3.67281620274513E-08	1.41096217989473E-06	NCU02381T0	NCU02381				
10201_gene	10201	2038381	2039802	.	+	0	1.02315362706646	4.60798727767936E-05	0.0006550060595259	NCU06029T0	NCU06029	MA0362.1	RDS2	10929.0	1.78363
10620_gene	10620	3727404	3729104	.	+	0	6.23931092329906	0.0064624309656203	0.0371221576424237	NCU05758T0	NCU05758				
10402_gene	10402	2987173	2987851	.	+	0	1.44077834070915	9.25979030525751E-05	0.0011655380391538	NCU02307T0	NCU02307	MA0362.1	RDS2	11130.0	1.17058
9724_gene	9724	405579	405682	.	+	0	2.24535923918689	3.68199482651817E-05	0.0005404791837675	NCU09034T0	NCU09034	MA0362.1	RDS2	10452.0	1.13411
9849_gene	9849	822019	823845	.	-	0	1.76495321256985	6.54678631747741E-08	2.34911422933374E-06	NCU06934T0	NCU06934				
10207_gene	10207	2055223	2055744	.	-	0	1.87539864342512	7.69960677489233E-08	2.72210779935092E-06	NCU06023T0	NCU06023				
10632_gene	10632	3750945	3751377	.	+	0	3.92764695351002	0.0003848861882766	0.0038143855483695	NCU05766T0	NCU05766				
10647_gene	10647	3798837	3798978	.	+	0	1.17940709476661	7.05476687738431E-11	5.48150082036763E-09	NCU05778T0	NCU05778	MA0362.1	RDS2	11375.0	1.16017
10166_gene	10166	1941624	1941673	.	-	2	1.28826243560763	1.56920640116632E-16	2.89574624100941E-14	NCU06061T0	NCU06061				
10141_gene	10141	1876020	1877062	.	-	2	1.26229073468493	0.0003544217237358	0.0035611013287856	NCU06080T0	NCU06080	MA0362.1	RDS2	10869.0	1.04846
9739_gene	9739	452893	452983	.	-	1	1.49165237912694	0.0006945014793319	0.0062030927289679	NCU09049T0	NCU09049				
9947_gene	9947	1207174	1208142	.	+	0	1.70562178111773	3.06501019662062E-06	6.59779262195436E-05	NCU09409T0	NCU09409				
9913_gene	9913	1032328	1034431	.	-	1	1.52835361367117	0.0088936895668186	0.0468437247622342	NCU10052T0	NCU10052				
10383_gene	10383	2918697	2919626	.	-	0	1.16807599716755	7.6095415704834E-06	0.0001396749601942	NCU02322T0	NCU02322	MA0362.1	RDS2	11111.0	1.95352
9993_gene	9993	1381091	1381936	.	-	0	1.30419216706105	0.0008181260932713	0.0071046344940051	NCU09713T0	NCU09713	MA0362.1	RDS2	10721.0	1.13206
10206_gene	10206	2053590	2054669	.	+	0	2.04980362404736	0.0020636597884369	0.0147788359346555	NCU06024T0	NCU06024	MA0362.1	RDS2	10934.0	1.29636
10693_gene	10693	3932072	3933739	.	+	0	1.41578303705195	0.0086995012442747	0.0461976597422072	NCU05819T0	NCU05819				
10717_gene	10717	4009599	4009952	.	+	0	1.88742322373287	1.38266089191834E-06	3.45966529227217E-05	NCU05838T0	NCU05838	MA0362.1	RDS2	11445.0	1.04485
9723_gene	9723	401027	403669	.	-	0	1.20662039505828	0.0006856498007997	0.0061346363995365	NCU09033T0	NCU09033	MA0362.1	RDS2	10451.0	1.13067
9892_gene	9892	953269	954528	.	-	0	1.61392917564741	6.70266011789775E-05	0.0008957535657462	NCU09575T0	NCU09575				
10233_gene	10233	2132916	2133137	.	+	0	1.45281315402054	4.41364262053009E-14	5.70132285506975E-12	NCU02450T0	NCU02450	MA0362.1	RDS2	10962.0	1.09265
10649_gene	10649	3803416	3804126	.	+	0	1.77987676366311	7.51284084125718E-15	1.10910996076502E-12	NCU05780T0	NCU05780	MA0362.1	RDS2	11377.0	1.38751
10730_gene	10730	4049503	4050985	.	-	1	1.32915677242573	3.30132376709604E-06	6.99095897728903E-05	NCU05850T0	NCU05850	MA0416.1	YAP3	11458.0	2.06747
10463_gene	10463	3171988	3172063	.	+	0	3.11371937272902	0.000179583356867	0.0020348842213419	NCU02254T2	NCU02254				
10246_gene	10246	2514656	2516378	.	-	1	2.00377672488926	4.01747313262872E-21	1.15323798201626E-18	NCU02430T0	NCU02430				
10721_gene	10721	4015971	4016373	.	+	0	1.46589872389308	0.0008331690608923	0.0072072338613241	NCU05840T0	NCU05840	MA0362.1	RDS2	11449.0	1.17846
10363_gene	10363	2860797	2861738	.	-	0	1.42248869429001	0.0041762238562127	0.025873559550421	NCU02338T0	NCU02338				
10331_gene	10331	2750407	2750601	.	-	0	1.52695600892497	5.6360494675602E-09	2.72163248587697E-07	NCU02360T0	NCU02360				
10637_gene	10637	3770212	3770741	.	-	2	1.18985507888859	0.0075887317403395	0.0417360052180249	NCU05771T0	NCU05771	MA0362.1	RDS2	11365.0	1.03828
9725_gene	9725	407911	408765	.	+	0	1.25013253453441	0.002833890384356	0.0191658529004813	NCU09035T0	NCU09035				
10151_gene	10151	1896946	1898295	.	-	0	2.45805221498262	0.0088777051041743	0.0467833781471379	NCU06074T0	NCU06074				
10464_gene	10464	3171988	3172063	.	+	0	3.23607077614682	7.27331442465926E-05	0.0009587044804136	NCU02254T0	NCU02254				
10423_gene	10423	3044818	3045008	.	+	0	1.09298574152806	7.13628206444201E-05	0.0009430478114315	NCU10775T1	NCU10775				
10094_gene	10094	1716684	1717838	.	-	0	1.08139987456542	0.0030386114339529	0.0201546922711616	NCU06125T0	NCU06125				
