	Feature_ID	List	log2_fold_change_10m	log2_fold_change_1hr	q_value_10m	NCUT_10m	NCU_10m	motif_ID_10m	motif_ALT_ID_10m	FASTA_score_10m	PWM_score_10m	q_value_1hr	NCUT_1hr	NCU_1hr	motif_ID_1hr	motif_ALT_ID_1hr	FASTA_score_1hr	PWM_score_1hr
551	561_gene	"10m,1hr"	1.24149331792585	1.27361329463902	0.0072413966758605	NCU01891T0	NCU01891					0.0054849024613598	NCU01891T0	NCU01891	MA0929.1	NCU00019	48.0	2.38099
552	476_gene	"10m,1hr"	1.16761487194008	1.29409041808824	0.0010443100993723	NCU01968T0	NCU01968					0.0002245400508869	NCU01968T0	NCU01968	MA0929.1	NCU00019	39.0	1.42238
553	1945_gene	"10m,1hr"	1.11804066549018	1.58566588875019	3.76339996051361E-09	NCU00766T0	NCU00766					2.35975352862904E-18	NCU00766T0	NCU00766	MA0336.1	MGA 1	160.0	1.62224
554	365_gene	"10m,1hr"	2.45276922406441	2.5043465747657	0.0195672312355256	NCU02071T0	NCU02071					0.0176762605599318	NCU02071T0	NCU02071	MA0336.1	MGA 1	31.0	1.37794
555	1259_gene	"10m,1hr"	1.55165159315682	2.39224454012813	5.64326157846096E-05	NCU03205T0	NCU03205					3.30012797803107E-11	NCU03205T0	NCU03205	MA0356.1	PHO2	100.0	1.62027
556	2493_gene	"10m,1hr"	25.2973056960619	34.8911888810328	1.32567313354011E-07	NCU02793T2	NCU02793	MA0362.1	RDS2	3224.0	1.09954	3.22154290424469E-14	NCU02793T2	NCU02793				
557	789_gene	"10m,1hr"	1.41764642919497	1.9378648875895	0.0058840230380189	NCU02603T0	NCU02603	MA0362.1	RDS2	1517.0	1.78307	7.19163570428686E-05	NCU02603T0	NCU02603	MA0377.1	SFL1	67.0	2.43965
558	668_gene	"10m,1hr"	1.61289450992187	3.91145340051072	0.0005333479851252	NCU02502T0	NCU02502					9.27291095549662E-21	NCU02502T0	NCU02502	MA0377.1	SFL1	59.0	2.56807
559	4464_gene	"10m,1hr"	2.07388320817528	1.35897430502169	7.79884319136714E-08	NCU00168T0	NCU00168	MA0362.1	RDS2	5192.0	1.94703	0.0009628773904269	NCU00168T0	NCU00168	MA0336.1	MGA 1	314.0	1.89721
560	2343_gene	"10m,1hr"	1.0044504096567	1.03737358438913	0.0008201949196936	NCU02952T0	NCU02952	MA0362.1	RDS2	3071.0	1.15396	0.0005385898357887	NCU02952T0	NCU02952	MA0377.1	SFL1	195.0	1.97762
561	4135_gene	"10m,1hr"	1.53187927382686	1.78518145762916	6.59779262195436E-05	NCU06506T0	NCU06506	MA0362.1	RDS2	4863.0	2.24379	1.40844113564108E-06	NCU06506T0	NCU06506	MA0336.1	MGA 1	289.0	1.74276
562	7337_gene	"10m,1hr"	1.39241561786654	1.6351014757085	0.0016696742511011	NCU03768T3	NCU03768	MA0362.1	RDS2	8065.0	1.60695	0.0001573091760629	NCU03768T3	NCU03768	MA0336.1	MGA 1	489.0	1.52295
563	7211_gene	"10m,1hr"	7.6374270165563	7.65236110152448	0.0001644780626824	NCU03641T0	NCU03641					0.0001608732469219	NCU03641T0	NCU03641	MA0377.1	SFL1	477.0	1.33758
564	7336_gene	"10m,1hr"	1.33592972493603	2.48273872594988	8.33567636245225E-08	NCU03768T0	NCU03768	MA0362.1	RDS2	8065.0	1.60695	1.30007979763834E-25	NCU03768T0	NCU03768	MA0336.1	MGA 1	489.0	1.52295
565	8449_gene	"10m,1hr"	1.58794835191853	1.54174797949098	0.0243331839604089	NCU07233T0	NCU07233					0.0276496825245748	NCU07233T0	NCU07233				
566	7029_gene	"10m,1hr"	8.83427847988266	8.29681838864299	7.35101446023233E-05	NCU04672T0	NCU04672					0.0002288373588482	NCU04672T0	NCU04672				
567	6850_gene	"10m,1hr"	1.40764206313392	1.45573352429462	0.0060260088032906	NCU07806T0	NCU07806					0.0038564511017373	NCU07806T0	NCU07806	MA0336.1	MGA 1	451.0	1.46289
568	8136_gene	"10m,1hr"	1.38783992046846	1.50994917787334	0.0003706117778523	NCU04144T0	NCU04144					8.11893351240053E-05	NCU04144T0	NCU04144	MA0336.1	MGA 1	563.0	5.8777
569	8002_gene	"10m,1hr"	2.38804985236223	1.4886718061797	2.57284555080551E-15	NCU09549T0	NCU09549	MA0362.1	RDS2	8730.0	1.75866	3.30348952224655E-06	NCU09549T0	NCU09549				
570	8216_gene	"10m,1hr"	1.51632980643522	1.15386623851505	0.0041697499440213	NCU04224T0	NCU04224	MA0362.1	RDS2	8944.0	1.36919	0.0408042563397743	NCU04224T0	NCU04224	MA0356.1	PHO2	567.0	1.06459
571	7982_gene	"10m,1hr"	1.03253354244503	1.11354600346309	6.09341770813053E-05	NCU09529T0	NCU09529	MA0362.1	RDS2	8710.0	1.07837	1.18194936599304E-05	NCU09529T0	NCU09529	MA0929.1	NCU00019	546.0	2.27697
572	8283_gene	"10m,1hr"	1.94116779770939	1.68484324401198	2.72210779935092E-06	NCU04287T0	NCU04287					6.31335319238582E-05	NCU04287T0	NCU04287	MA0336.1	MGA 1	572.0	1.91406
573	8003_gene	"10m,1hr"	2.16562314712561	4.28838097833397	0.000461376917177	NCU09550T0	NCU09550	MA0362.1	RDS2	8731.0	1.20922	9.2757891172035E-10	NCU09550T0	NCU09550	MA0377.1	SFL1	549.0	2.11821
574	6537_gene	"10m,1hr"	1.60054978419974	1.89447455883392	0.0066033535315761	NCU07044T0	NCU07044					0.0009989754163814	NCU07044T0	NCU07044	MA0336.1	MGA 1	429.0	1.24756
575	6135_gene	"10m,1hr"	4.09732094527864	1.45662434611773	1.26961154997868E-22	NCU04385T0	NCU04385	MA0362.1	RDS2	6863.0	2.92997	0.0022685236777928	NCU04385T0	NCU04385	MA0377.1	SFL1	405.0	1.62822
576	5731_gene	"10m,1hr"	2.5850517779225	1.3384247039352	5.78668333030759E-35	NCU07690T0	NCU07690	MA0416.1	YAP3	6459.0	1.70305	1.52298764591225E-09	NCU07690T0	NCU07690	MA0356.1	PHO2	375.0	1.26812
577	6377_gene	"10m,1hr"	1.99114472539763	2.28072607028177	0.0161875947022149	NCU07309T0	NCU07309					0.0046324775524188	NCU07309T0	NCU07309	MA0929.1	NCU00019	419.0	2.19696
578	5699_gene	"10m,1hr"	1.22688215298084	1.0416699430493	0.0006216305656713	NCU07715T0	NCU07715	MA0362.1	RDS2	6427.0	1.47245	0.004900663950604	NCU07715T0	NCU07715				
579	5666_gene	"10m,1hr"	2.22134517824558	2.53415336852031	8.58850080078853E-05	NCU09738T0	NCU09738	MA0362.1	RDS2	6394.0	1.85228	4.87182829756075E-06	NCU09738T0	NCU09738	MA0336.1	MGA 1	370.0	2.27117
580	7788_gene	"10m,1hr"	1.14720639639538	2.31013501641175	0.0409300068599821	NCU01357T0	NCU01357	MA0416.1	YAP3	8516.0	4.52031	2.29322983199323E-06	NCU01357T0	NCU01357	MA0336.1	MGA 1	533.0	2.83012
581	7335_gene	"10m,1hr"	1.36879482547338	2.43563784529356	1.88864711270451E-07	NCU03768T1	NCU03768	MA0362.1	RDS2	8065.0	1.60695	2.46220933292845E-22	NCU03768T1	NCU03768	MA0336.1	MGA 1	489.0	1.52295
582	7486_gene	"10m,1hr"	1.68799477211514	2.58749794734023	1.56495970990855E-09	NCU01065T0	NCU01065					6.70416375177619E-22	NCU01065T0	NCU01065	MA0929.1	NCU00019	507.0	1.241
583	7067_gene	"10m,1hr"	1.04861061963048	1.9246361087865	0.0033410353179209	NCU04639T0	NCU04639	MA0416.1	YAP3	7795.0	10.3802	2.4891709910497E-09	NCU04639T0	NCU04639	MA0356.1	PHO2	467.0	1.50353
584	7385_gene	"10m,1hr"	1.06076430662532	1.04070718736418	0.0007646742980291	NCU03811T0	NCU03811					0.0009943482682748	NCU03811T0	NCU03811	MA0929.1	NCU00019	495.0	1.53931
585	4648_gene	"10m,1hr"	1.54031189874976	1.24009876603793	1.66487514037511E-05	NCU00332T0	NCU00332	MA0362.1	RDS2	5376.0	1.10602	0.0007192079487608	NCU00332T0	NCU00332	MA0336.1	MGA 1	323.0	1.58796
586	7880_gene	"10m,1hr"	1.82234960149919	2.26604326095713	7.23774018658431E-08	NCU06651T0	NCU06651					4.71802761554198E-12	NCU06651T0	NCU06651	MA0929.1	NCU00019	541.0	3.00887
587	6995_gene	"10m,1hr"	1.27977111724553	1.26690190197719	0.0005045153432445	NCU09692T0	NCU09692					0.0005694918438648	NCU09692T0	NCU09692	MA0929.1	NCU00019	459.0	2.49383
588	7881_gene	"10m,1hr"	1.34587288310495	1.82654905741725	0.0228493547036471	NCU06652T0	NCU06652	MA0362.1	RDS2	8609.0	2.55985	0.0009885434932516	NCU06652T0	NCU06652	MA0336.1	MGA 1	542.0	1.99987
589	7343_gene	"10m,1hr"	1.57768127716796	2.73370101249294	0.0298585649499783	NCU03773T0	NCU03773					3.26354041151429E-05	NCU03773T0	NCU03773	MA0377.1	SFL1	493.0	2.89239
590	7172_gene	"10m,1hr"	1.40355871050524	1.49574618329694	0.0009713851127166	NCU03601T0	NCU03601					0.0004115129746094	NCU03601T0	NCU03601	MA0377.1	SFL1	474.0	1.87737
591	7070_gene	"10m,1hr"	1.31646134773688	1.41416818254791	1.1534505981185E-07	NCU04636T0	NCU04636					8.34855627106585E-09	NCU04636T0	NCU04636	MA0336.1	MGA 1	469.0	1.5267
592	7845_gene	"10m,1hr"	1.53473080098321	1.15251673776399	5.59531843690984E-05	NCU01411T0	NCU01411					0.0037062312892893	NCU01411T0	NCU01411	MA0336.1	MGA 1	538.0	1.11763
593	7120_gene	"10m,1hr"	2.27438810603399	1.27055309377805	6.61367920993854E-07	NCU04594T0	NCU04594					0.0102232953943493	NCU04594T0	NCU04594	MA0377.1	SFL1	472.0	12.5091
594	7338_gene	"10m,1hr"	1.30352541276459	2.52750328195142	7.20907778554569E-08	NCU03768T2	NCU03768	MA0362.1	RDS2	8065.0	1.60695	3.46973289585015E-28	NCU03768T2	NCU03768	MA0336.1	MGA 1	489.0	1.52295
595	7462_gene	"10m,1hr"	1.07605420788606	1.06151474454969	0.0004038947347863	NCU01045T1	NCU01045	MA0362.1	RDS2	8191.0	2.05978	0.0005318014087184	NCU01045T1	NCU01045	MA0377.1	SFL1	504.0	48.0354
596	6991_gene	"10m,1hr"	2.28123058686519	1.31327744033076	8.99577962539519E-06	NCU09695T0	NCU09695					0.0214501036538645	NCU09695T0	NCU09695	MA0377.1	SFL1	456.0	1.31112
597	6916_gene	"10m,1hr"	1.9951493325749	1.2568297805141	1.58045565423342E-05	NCU07742T0	NCU07742					0.0116478967483678	NCU07742T0	NCU07742	MA0377.1	SFL1	454.0	2.29303
598	7044_gene	"10m,1hr"	1.73454873190411	2.39686964007455	9.03114355933327E-05	NCU04656T0	NCU04656	MA0362.1	RDS2	7772.0	1.07017	1.44281651834117E-08	NCU04656T0	NCU04656	MA0377.1	SFL1	464.0	1.65398
599	8050_gene	"10m,1hr"	2.95794819957508	1.4653377067416	1.57424170989955E-17	NCU01449T0	NCU01449					0.0001114749325563	NCU01449T0	NCU01449				
600	7776_gene	"10m,1hr"	1.11368288250359	1.09452224492621	0.0053471396364144	NCU01345T0	NCU01345	MA0362.1	RDS2	8503.0	1.42042	0.0062729240884838	NCU01345T0	NCU01345	MA0356.1	PHO2	531.0	1.21597
601	7108_gene	"10m,1hr"	1.37405493782584	1.16856986050313	0.0018672460204259	NCU04604T0	NCU04604	MA0362.1	RDS2	7836.0	1.88519	0.010462553656436	NCU04604T0	NCU04604	MA0377.1	SFL1	471.0	2.57828
602	6794_gene	"10m,1hr"	1.07746268329202	1.23819364882595	0.0255804865252147	NCU08880T0	NCU08880	MA0362.1	RDS2	7522.0	1.417	0.0080499554232655	NCU08880T0	NCU08880	MA0377.1	SFL1	450.0	7.67191
603	6068_gene	"10m,1hr"	1.39670928460997	1.31154416897289	0.000351625185576	NCU04444T0	NCU04444					0.0007808482448102	NCU04444T0	NCU04444				
604	5500_gene	"10m,1hr"	1.87698055824477	1.63275774815299	2.11219533007301E-09	NCU07915T0	NCU07915					2.46960731379997E-07	NCU07915T0	NCU07915				
605	8474_gene	"10m,1hr"	1.42937557032567	1.17670345876524	0.0107447264550076	NCU07206T0	NCU07206	MA0362.1	RDS2	9202.0	2.20098	0.0472842175110202	NCU07206T0	NCU07206	MA0377.1	SFL1	580.0	1.3977
606	6433_gene	"10m,1hr"	1.63224439735868	4.22382855973098	6.23450375429827E-05	NCU07257T0	NCU07257	MA0418.1	YAP6	7161.0	4.28399	1.46304767197895E-30	NCU07257T0	NCU07257	MA0336.1	MGA 1	423.0	1.06366
607	6363_gene	"10m,1hr"	1.00185825015656	2.02071868859178	0.0008637146897489	NCU07318T0	NCU07318					1.00535665068592E-13	NCU07318T0	NCU07318				
608	6383_gene	"10m,1hr"	1.47436854056261	1.31090406954655	9.89693309422271E-05	NCU07305T0	NCU07305	MA0418.1	YAP6	7111.0	9.42564	0.0006521952880797	NCU07305T0	NCU07305	MA0377.1	SFL1	420.0	15.2842
609	5240_gene	"10m,1hr"	1.42118798449653	1.17904462425714	3.32649406225009E-05	NCU16725T0	NCU16725					0.0007941370579439	NCU16725T0	NCU16725	MA0377.1	SFL1	348.0	1.70983
610	5246_gene	"10m,1hr"	1.84877972424688	1.79619514057633	0.0009181461432289	NCU07609T0	NCU07609	MA0362.1	RDS2	5974.0	2.71158	0.0014790667873737	NCU07609T0	NCU07609				
611	6062_gene	"10m,1hr"	1.09128818427792	1.33357323277567	0.0090461026151815	NCU04450T0	NCU04450	MA0416.1	YAP3	6790.0	2.29641	0.0008957993789755	NCU04450T0	NCU04450				
612	4383_gene	"10m,1hr"	1.06834949567074	1.10290673296963	0.0143071196952786	NCU00102T0	NCU00102					0.0108684488765101	NCU00102T0	NCU00102	MA0377.1	SFL1	308.0	21.089
613	4387_gene	"10m,1hr"	2.34593796370078	2.15756522272723	1.25416317000566E-08	NCU00106T0	NCU00106	MA0362.1	RDS2	5115.0	1.22058	2.1855850849539E-07	NCU00106T0	NCU00106				
614	4093_gene	"10m,1hr"	1.12032046881078	1.74487933268744	0.0021983361608608	NCU06467T1	NCU06467					3.47289405593232E-07	NCU06467T1	NCU06467	MA0356.1	PHO2	284.0	1.18436
615	5069_gene	"10m,1hr"	1.71290158528029	1.40148377989109	1.21267668210926E-19	NCU08561T0	NCU08561					3.14354157330519E-13	NCU08561T0	NCU08561	MA0377.1	SFL1	344.0	2.53377
616	4462_gene	"10m,1hr"	1.01066597237519	1.77517158687871	0.0027325817927779	NCU00166T0	NCU00166					8.66530529198947E-09	NCU00166T0	NCU00166				
617	4349_gene	"10m,1hr"	1.32803033966468	1.22494015449143	7.38822578394E-09	NCU00072T0	NCU00072					1.19340883820238E-07	NCU00072T0	NCU00072	MA0377.1	SFL1	301.0	18.1671
618	4672_gene	"10m,1hr"	1.83596417643387	1.71084945442907	0.0013294793621586	NCU00356T0	NCU00356	MA0418.1	YAP6	5400.0	3.89319	0.0030258898798961	NCU00356T0	NCU00356	MA0336.1	MGA 1	324.0	1.64245
619	4067_gene	"10m,1hr"	1.57291417641441	1.14680166785948	9.70097806491248E-10	NCU06441T0	NCU06441					1.840625099281E-05	NCU06441T0	NCU06441	MA0336.1	MGA 1	283.0	2.41287
620	4972_gene	"10m,1hr"	1.5880811966768	1.78580224785008	0.003220347628626	NCU16699T0	NCU16699					0.0006453907308815	NCU16699T0	NCU16699	MA0377.1	SFL1	343.0	1.91489
621	4735_gene	"10m,1hr"	2.39186417887327	1.12497304754217	1.24716421528892E-06	NCU00409T1	NCU00409	MA0362.1	RDS2	5463.0	1.2874	0.0477649696670524	NCU00409T1	NCU00409				
622	4251_gene	"10m,1hr"	1.51721842631023	1.75743183572465	0.0461277032540321	NCU06262T0	NCU06262					0.0171444559302868	NCU06262T0	NCU06262	MA0336.1	MGA 1	295.0	1.10774
623	6309_gene	"10m,1hr"	2.19008078738458	1.05700598486385	8.9419813948773E-14	NCU08669T0	NCU08669					0.0011208588789598	NCU08669T0	NCU08669	MA0377.1	SFL1	415.0	2.52714
624	4151_gene	"10m,1hr"	1.39803699812467	1.40915330149445	0.004923005686771	NCU06177T0	NCU06177					0.0045857569755323	NCU06177T0	NCU06177				
625	4913_gene	"10m,1hr"	2.21665894694576	2.51506611984198	6.43387323311107E-19	NCU07563T0	NCU07563					2.92992959965187E-24	NCU07563T0	NCU07563				
626	6628_gene	"10m,1hr"	2.00943620995809	2.24922313928004	2.82180087926405E-07	NCU05298T0	NCU05298	MA0416.1	YAP3	7356.0	1.59571	5.00837938058544E-09	NCU05298T0	NCU05298	MA0377.1	SFL1	441.0	2.3057
627	5669_gene	"10m,1hr"	1.32802633071108	1.74317091917612	0.002510544242809	NCU09735T0	NCU09735					3.71958191290699E-05	NCU09735T0	NCU09735	MA0336.1	MGA 1	371.0	2.39269
628	4699_gene	"10m,1hr"	1.73231015790637	1.46885480833893	0.002555493232598	NCU11180T0	NCU11180					0.0131594874216652	NCU11180T0	NCU11180	MA0929.1	NCU00019	329.0	1.19923
629	6028_gene	"10m,1hr"	1.85545598121254	2.69969445752186	1.16260749488004E-12	NCU04481T0	NCU04481	MA0362.1	RDS2	6756.0	2.5108	1.96726719109811E-26	NCU04481T0	NCU04481	MA0356.1	PHO2	392.0	1.11953
630	6027_gene	"10m,1hr"	2.39652698068527	3.17365455193437	2.03936644470504E-06	NCU04482T0	NCU04482					1.38340931024723E-10	NCU04482T0	NCU04482	MA0377.1	SFL1	391.0	1.32046
631	6284_gene	"10m,1hr"	1.0792585111368	2.02891046980168	0.0100792987644931	NCU08691T0	NCU08691	MA0362.1	RDS2	7012.0	1.27866	1.45442487172684E-07	NCU08691T0	NCU08691	MA0336.1	MGA 1	412.0	7.04368
632	6127_gene	"10m,1hr"	2.59600319311166	1.88588889747473	0.0005877626279798	NCU04391T0	NCU04391	MA0416.1	YAP3	6855.0	6.0587	0.0160863989061724	NCU04391T0	NCU04391	MA0336.1	MGA 1	404.0	1.22573
633	6078_gene	"10m,1hr"	2.10347804234579	3.43039944155382	0.0399670707958023	NCU04433T0	NCU04433	MA0416.1	YAP3	6806.0	3.46738	0.0002840551105416	NCU04433T0	NCU04433	MA0377.1	SFL1	398.0	3.41381
634	5809_gene	"10m,1hr"	1.24030683699627	1.10303220064246	0.0011230723643599	NCU08298T0	NCU08298	MA0362.1	RDS2	6537.0	1.06056	0.0045498846613436	NCU08298T0	NCU08298				
635	6705_gene	"10m,1hr"	2.74621645315753	1.64117666261198	2.52587549664666E-08	NCU05226T0	NCU05226	MA0362.1	RDS2	7433.0	1.13937	0.0019581242253668	NCU05226T0	NCU05226	MA0377.1	SFL1	448.0	1.39312
636	5375_gene	"10m,1hr"	1.59678985086313	2.20169711366624	1.15858294644827E-07	NCU04923T0	NCU04923	MA0362.1	RDS2	6103.0	2.5786	2.3873293599113E-14	NCU04923T0	NCU04923	MA0336.1	MGA 1	354.0	46.6019
637	5921_gene	"10m,1hr"	1.07691604246727	1.17440119362378	0.0339301082175353	NCU06334T1	NCU06334					0.0189617682985131	NCU06334T1	NCU06334	MA0356.1	PHO2	383.0	1.14534
638	6622_gene	"10m,1hr"	1.89457447018656	1.93208803708608	7.6797303432581E-05	NCU05303T0	NCU05303	MA0362.1	RDS2	7350.0	1.61389	5.12898136939703E-05	NCU05303T0	NCU05303				
639	5615_gene	"10m,1hr"	1.7750880428656	1.72548797241105	9.35179822890147E-11	NCU06596T0	NCU06596	MA0362.1	RDS2	6343.0	1.43158	3.21561372975546E-10	NCU06596T0	NCU06596	MA0336.1	MGA 1	368.0	4.93215
640	5677_gene	"10m,1hr"	1.36614825553564	1.64408323242393	0.0049808067089805	NCU09728T0	NCU09728	MA0416.1	YAP3	6405.0	3.41918	0.0004791621831759	NCU09728T0	NCU09728	MA0336.1	MGA 1	373.0	3.51205
641	6347_gene	"10m,1hr"	1.26769375011948	1.2712201427005	0.001513226632468	NCU07332T0	NCU07332					0.0014263391603679	NCU07332T0	NCU07332	MA0377.1	SFL1	417.0	5.01593
642	5399_gene	"10m,1hr"	2.05731945005531	2.14322845200547	2.94628994100666E-11	NCU04942T0	NCU04942					4.15990668801534E-12	NCU04942T0	NCU04942	MA0377.1	SFL1	355.0	1.32121
643	6516_gene	"10m,1hr"	2.34270622397117	2.66659843376797	0.0405119610015789	NCU07022T0	NCU07022	MA0362.1	RDS2	7244.0	2.78718	0.0173442205514222	NCU07022T0	NCU07022				
644	5864_gene	"10m,1hr"	1.58711372796852	1.14254139660769	3.66837272395349E-08	NCU06384T0	NCU06384					0.0001482077212796	NCU06384T0	NCU06384				
645	6538_gene	"10m,1hr"	2.62122495949802	2.45883765611354	6.11805832119428E-27	NCU07046T0	NCU07046					1.3356917922315E-23	NCU07046T0	NCU07046	MA0336.1	MGA 1	430.0	9.57099
646	5918_gene	"10m,1hr"	1.49091399691772	1.08604760072518	7.1646814462647E-08	NCU06337T0	NCU06337	MA0362.1	RDS2	6646.0	1.41743	0.0001557482120962	NCU06337T0	NCU06337	MA0377.1	SFL1	382.0	7.6301
647	5243_gene	"10m,1hr"	2.09617834898619	1.64714550265739	0.0001167027845359	NCU07607T0	NCU07607					0.0037722467539622	NCU07607T0	NCU07607				
648	6432_gene	"10m,1hr"	1.14120406626765	1.07672503355024	0.0007937332256683	NCU07258T0	NCU07258					0.0017491864069907	NCU07258T0	NCU07258	MA0336.1	MGA 1	422.0	1.11877
649	7386_gene	1hr	1.41986656118173	4.25488659638502								1.09458413282316E-06	NCU03813T0	NCU03813	MA0377.1	SFL1	496.0	1.4112
650	8081_gene	1hr	0.585586051988643	1.4612574411979								0.0036731333729296	NCU17019T0	NCU17019	MA0356.1	PHO2	555.0	3.04483
651	7222_gene	1hr	-0.320206288299135	2.28893618597098								2.85708064561347E-30	NCU03651T1	NCU03651				
652	5868_gene	1hr	-0.440275086765885	2.33687681778357								5.57514895704685E-15	NCU06382T0	NCU06382				
653	7041_gene	1hr	0.27683566470867	1.59074052250981								0.0003251581551774	NCU04661T0	NCU04661	MA0377.1	SFL1	463.0	12.3618
654	8047_gene	1hr	0.00627803497671206	1.23147256474252								0.0124061945548319	NCU01451T0	NCU01451	MA0377.1	SFL1	552.0	1.92367
655	7123_gene	1hr	0.581628644800601	1.78280075711005								0.0004234015295815	NCU04591T0	NCU04591	MA0377.1	SFL1	473.0	5.46128
656	7708_gene	1hr	0.902953823466822	1.18730772377288								1.79549162453648E-05	NCU01285T0	NCU01285	MA0377.1	SFL1	525.0	1.7601
657	8404_gene	1hr	0.517706906063753	1.78851299089176								4.31176737716609E-06	NCU09848T0	NCU09848	MA0377.1	SFL1	577.0	1.94304
658	8273_gene	1hr	0.230298590521638	1.34134831761092								0.0040164572567861	NCU04280T0	NCU04280	MA0377.1	SFL1	571.0	4.60988
659	5924_gene	1hr	0.751894466926061	1.17307513873761								0.0120548332827042	NCU06332T0	NCU06332				
660	6499_gene	1hr	0.741439962376481	1.14316366288161								0.0021967730743775	NCU07008T0	NCU07008				
661	6087_gene	1hr	0.976420382607377	1.73724928196817								3.71958191290699E-05	NCU04424T0	NCU04424				
662	5874_gene	1hr	0.284245396933954	1.20526107799175								0.0034763612194366	NCU06373T0	NCU06373	MA0377.1	SFL1	381.0	1.53748
663	6719_gene	1hr	1.51153576142592	3.09973380373465								0.0085774351278238	NCU05216T0	NCU05216				
664	6194_gene	1hr	0.663820075391541	1.05960630451156								0.0006772807864252	NCU04335T0	NCU04335				
665	6581_gene	1hr	0.220587022909923	1.17698082029802								0.0005597701910802	NCU08806T0	NCU08806	MA0377.1	SFL1	433.0	6.42552
666	6661_gene	1hr	0.285433913572746	1.45445575118404								0.0012728812201738	NCU05268T0	NCU05268	MA0929.1	NCU00019	444.0	1.31363
667	6098_gene	1hr	0.991469597620942	2.74030681054039								3.30348952224655E-06	NCU04416T1	NCU04416	MA0377.1	SFL1	402.0	3.10375
668	7229_gene	1hr	0.837069323126791	1.07090354842766								0.0191695713028336	NCU03659T0	NCU03659	MA0377.1	SFL1	481.0	3.92665
669	5525_gene	1hr	0.377104716094354	1.06448716682889								0.0026718725633154	NCU07891T0	NCU07891	MA0356.1	PHO2	361.0	1.04725
670	5372_gene	1hr	0.818263297393718	1.24867146082812								0.0194262749851857	NCU04921T0	NCU04921				
671	7366_gene	1hr	0.873958147298674	1.12772925032805								0.0199491711192429	NCU03793T0	NCU03793	MA0377.1	SFL1	494.0	3.39602
672	7586_gene	1hr	0.358011159986271	1.21341498056782								0.0199491711192429	NCU10359T0	NCU10359	MA0377.1	SFL1	517.0	2.96707
673	7825_gene	1hr	0.409869459833632	1.09046852155069								0.0015267724178375	NCU01391T0	NCU01391	MA0336.1	MGA 1	535.0	26.9643
674	7053_gene	1hr	0.871839139351185	1.70606614256038								0.0004039875629186	NCU04649T0	NCU04649	MA0929.1	NCU00019	465.0	1.75657
675	7598_gene	1hr	0.746926362571884	1.24377237719041								0.0003928383824487	NCU01178T1	NCU01178	MA0336.1	MGA 1	519.0	1.06749
676	6188_gene	1hr	0.282333170517734	1.10376243031223								0.0092255596930163	NCU04340T0	NCU04340	MA0336.1	MGA 1	407.0	5.84095
677	7676_gene	1hr	0.933023514971335	1.7942038683572								0.0001393084586941	NCU01258T1	NCU01258	MA0336.1	MGA 1	523.0	1.45984
678	8080_gene	1hr	0.223382006549966	1.99293454521253								0.0001965360752304	NCU17019T1	NCU17019	MA0356.1	PHO2	555.0	3.04483
679	7533_gene	1hr	0.00909478414330818	1.80431483280576								0.039033102430221	NCU01111T0	NCU01111	MA0336.1	MGA 1	510.0	11.0406
680	7391_gene	1hr	0.505103344178043	1.06944100366025								0.010058642144931	NCU03817T0	NCU03817	MA0929.1	NCU00019	498.0	1.29654
681	8124_gene	1hr	0.616563494205152	1.00526429668208								0.0492761757244736	NCU04132T0	NCU04132	MA0336.1	MGA 1	562.0	17.6212
682	7221_gene	1hr	-0.265114965161627	2.61408407100582								2.36390693522368E-21	NCU03651T0	NCU03651				
683	7481_gene	1hr	0.578670458875276	2.17716628135862								7.72494239591482E-05	NCU01061T0	NCU01061	MA0378.1	SFP1	505.0	4.58729
684	7069_gene	1hr	0.984141546272267	1.02239152093508								1.49122764684898E-05	NCU04637T0	NCU04637				
685	7816_gene	1hr	0.317375087949819	1.03055463832651								0.0069493906781936	NCU01382T0	NCU01382	MA0356.1	PHO2	534.0	1.26872
686	7564_gene	1hr	0.115166131159317	1.36431633276985								7.36112245611052E-05	NCU01148T0	NCU01148	MA0336.1	MGA 1	515.0	2.91328
687	7436_gene	1hr	-0.574612921293698	2.63265524005637								0.0272280235149438	NCU01011T0	NCU01011				
688	7971_gene	1hr	-0.278420496767329	1.01232697963643								9.30062522342115E-06	NCU06727T0	NCU06727	MA0378.1	SFP1	544.0	25.7482
689	7438_gene	1hr	0.512715475829501	1.13294181379275								0.0005600405457261	NCU01013T0	NCU01013	MA0378.1	SFP1	501.0	2.62585
690	7546_gene	1hr	0.751890092524822	1.45171400063116								0.0017041891573162	NCU01124T1	NCU01124	MA0356.1	PHO2	513.0	1.02729
691	8125_gene	1hr	0.757321292114899	1.12835525926385								0.0216919962865576	NCU04132T1	NCU04132	MA0336.1	MGA 1	562.0	17.6212
692	7976_gene	1hr	0.805085042222497	2.82145261361882								0.0062926362501851	NCU06731T0	NCU06731				
693	7614_gene	1hr	0.395723227787471	1.19866333250879								0.0238388940025345	NCU01195T0	NCU01195	MA0929.1	NCU00019	520.0	2.86864
694	7531_gene	1hr	0.674362821454109	1.58316492853159								0.0057483291383406	NCU01108T0	NCU01108				
695	7484_gene	1hr	0.317986047203726	1.57432382739643								0.0002360798573282	NCU01063T0	NCU01063	MA0356.1	PHO2	506.0	2.04742
